slot_ordinal,slot_id,source_id,primary_dimension,candidate_id,question_text,as_of,time_scope,expected_response_mode,primary_document_title,primary_document_url,requirements_json,parent_overlap_exception_reason,author_status,review_status,reviewer_id,reviewed_at,review_rationale,execution_allowed,training_allowed
44,typed_generalization_slot_sha256_8f603f8dfd01550ed229a812ee298d96544befdda74a1b300e009e709aa046cf,dnf_account_policy,multi_requirement,typed_generalization_candidate_sha256_13885dff8f194aebf922102c84371da8a9b0b302ed400ce38d33ea433a775855,운영정책에서 고객이 ID를 보호하기 위해 해야 하는 두 가지 의무는 뭐야?,2026-07-17,current,full_answer,던전앤파이터 운영정책 (2026-03-15 시행),https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1,"[{""requirement_id"":""security_service"",""subject"":""고객 ID 보호"",""relation"":""security_service_obligation"",""value_type"":""text"",""required_values"":[""회사가 제공하는 보안서비스 이용""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_89cd3ff19da0087bafabc531b84e42e0f9792150cc38c3797cafc3c67317f787"",""start_char"":757,""end_char"":820,""text"":""고객은 자신의 ID를 보호하기 위해 회사에서 제공하는 보안서비스(OTP 등)에 가입하는 등의 노력을 해야 합니다."",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""credential_secrecy"",""subject"":""고객 ID 보호"",""relation"":""credential_secrecy_obligation"",""value_type"":""text"",""required_values"":[""ID와 비밀번호가 타인에게 노출되지 않도록 관리""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_89cd3ff19da0087bafabc531b84e42e0f9792150cc38c3797cafc3c67317f787"",""start_char"":882,""end_char"":940,""text"":""고객은 ID, 비밀번호 등의 계정정보 및 개인정보가 타인에게 노출되지 않도록 최선의 주의를 기울여야 하며"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""}]",운영정책은 현재 공식 revision이 한 개뿐이므로 parent 재사용을 허용하되 신규 관계와 질문만 사용합니다.,draft_complete_pending_human_review,pending,,,,false,false
45,typed_generalization_slot_sha256_a60db0c88504ae1fb92cee10314d7b868bd84cbb7ffbae99721cfa1d1871fe2f,dnf_account_policy,table_attribute,typed_generalization_candidate_sha256_3e7a0dcd525056972f93caa233d1945c17cbeff236c84ca569364ba02c7708b8,운영자나 직원을 사칭했을 때 1차와 4차 이용제한 기간은 각각 얼마야?,2026-07-17,current,full_answer,던전앤파이터 운영정책 (2026-03-15 시행),https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1,"[{""requirement_id"":""first_sanction"",""subject"":""운영자/직원 사칭"",""relation"":""first_sanction"",""value_type"":""text"",""required_values"":[""100일 게임 이용제한""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_794ba7192ebf7b3ed1ed537610afbeb34088b30384ec050fef986ea18357c3a0"",""start_char"":1454,""end_char"":1529,""text"":""| 운영자 / 직원을 사칭하는 행위 | 100일 게임 이용제한 | 1년 게임 이용제한 | 3년 게임 이용제한 | 영구 게임 이용제한 |"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""fourth_sanction"",""subject"":""운영자/직원 사칭"",""relation"":""fourth_sanction"",""value_type"":""text"",""required_values"":[""영구 게임 이용제한""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_794ba7192ebf7b3ed1ed537610afbeb34088b30384ec050fef986ea18357c3a0"",""start_char"":1454,""end_char"":1529,""text"":""| 운영자 / 직원을 사칭하는 행위 | 100일 게임 이용제한 | 1년 게임 이용제한 | 3년 게임 이용제한 | 영구 게임 이용제한 |"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""}]",운영정책은 현재 공식 revision이 한 개뿐이므로 parent 재사용을 허용하되 신규 관계와 질문만 사용합니다.,draft_complete_pending_human_review,pending,,,,false,false
46,typed_generalization_slot_sha256_fc17b762900a78f98aac3030edc47762453446318e92827b1ba5d09f3a5b274f,dnf_account_policy,revision_selection,typed_generalization_candidate_sha256_18f28b9db3c8630977648c7454361c1eb117ff5c6500446c656787c602869420,현재 운영정책이 변경될 때 회사는 고객에게 어떤 방식으로 알려줘?,2026-07-17,current,full_answer,던전앤파이터 운영정책 (2026-03-15 시행),https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1,"[{""requirement_id"":""change_notice_method"",""subject"":""던전앤파이터 운영정책 변경"",""relation"":""notice_method"",""value_type"":""text"",""required_values"":[""공지를 통해 안내""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_9fef8454ca5da401a3eb86ef4919448898883b1f891861c4670207059eaf3c33"",""start_char"":1084,""end_char"":1186,""text"":""운영정책을 변경할 경우, 회사는 관련 내용을 넥슨 공식 홈페이지(http://www.nexon.com)나 게임 홈페이지(http://df.nexon.com) 공지를 통해 알려드립니다."",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""}]",운영정책은 현재 공식 revision이 한 개뿐이므로 parent 재사용을 허용하되 신규 관계와 질문만 사용합니다.,draft_complete_pending_human_review,pending,,,,false,false
47,typed_generalization_slot_sha256_9ec3cd20afb3dcb4a5a2b9557e4cf60ae6572f6850c14dee7ccf1c892a0e045d,dnf_account_policy,unsupported_or_partial,typed_generalization_candidate_sha256_693dbf1b8b65878364427dea29e9f618fe7f32a6316daaf878bf184861787dce,"게임 이용제한에 이의가 있으면 어디로 신청하고, 처리 기한은 정확히 며칠이야?",2026-07-17,current,partial_answer,던전앤파이터 운영정책 (2026-03-15 시행),https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1,"[{""requirement_id"":""appeal_channel"",""subject"":""게임 이용제한 이의신청"",""relation"":""appeal_channel"",""value_type"":""text"",""required_values"":[""고객센터""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_89cd3ff19da0087bafabc531b84e42e0f9792150cc38c3797cafc3c67317f787"",""start_char"":175,""end_char"":219,""text"":""이용제한 적용 시 이의신청을 원하실 경우, 고객센터로 문의하여 주시기 바랍니다."",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""processing_days"",""subject"":""게임 이용제한 이의신청"",""relation"":""processing_days"",""value_type"":""number"",""required_values"":[],""acceptable_evidence_units"":[],""expected_status"":""unsupported""}]",운영정책은 현재 공식 revision이 한 개뿐이므로 parent 재사용을 허용하되 신규 관계와 질문만 사용합니다.,draft_complete_pending_human_review,pending,,,,false,false
48,typed_generalization_slot_sha256_d4ec5c52306ae33df6f52ad2b9b40b11af86d563823feca3d9b4e97831083959,dnf_account_policy,direct_fact,typed_generalization_candidate_sha256_b41dff57b582c4026c7b4e3ebd5b739991385d1c3c4d63a3744eb70167bb4b8a,운영정책상 이용제한 근거 데이터는 며칠 동안 보유해?,2026-07-17,current,full_answer,던전앤파이터 운영정책 (2026-03-15 시행),https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1,"[{""requirement_id"":""retention_days"",""subject"":""이용제한 근거 데이터"",""relation"":""retention_days"",""value_type"":""number"",""required_values"":[90],""acceptable_evidence_units"":[{""document_id"":""document_sha256_c7b4d4825f1bd82bfbad1db55d678070653c9c3b81e7c68c534eb4e698c32ded"",""chunk_id"":""chunk_sha256_89cd3ff19da0087bafabc531b84e42e0f9792150cc38c3797cafc3c67317f787"",""start_char"":223,""end_char"":259,""text"":""이용제한 근거에 대한 데이터는 관계 법령에 근거하여 90일간 보유"",""source_id"":""dnf_account_policy"",""title"":""던전앤파이터 운영정책 (2026-03-15 시행)"",""canonical_url"":""https://df.nexon.com/customer/policy/home?revision=2026-03-15&type=1"",""document_status"":""current""}],""expected_status"":""supported""}]",운영정책은 현재 공식 revision이 한 개뿐이므로 parent 재사용을 허용하되 신규 관계와 질문만 사용합니다.,draft_complete_pending_human_review,pending,,,,false,false
49,typed_generalization_slot_sha256_1e57a35d23de1f9325fdd50a35cf5017ed129886c34ef8b640839cbdf93b7b38,dnf_seria_shop,temporal_role,typed_generalization_candidate_sha256_73be6b22c8fdd1906362c51c5fef272083b98fbab63e4e9560ff3f0c891734af,프리미엄 코인샵의 트로피컬 바캉스 무기 아바타 상자는 언제 삭제돼?,2026-07-17,current,full_answer,프리미엄 코인샵,https://df.nexon.com/community/news/seriashop/378,"[{""requirement_id"":""deletion_at"",""subject"":""[프리미엄 코인샵]트로피컬 바캉스 무기 아바타 상자"",""relation"":""deletion_at"",""value_type"":""datetime"",""required_values"":[""2026-08-27T06:00:00+09:00""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_dde0974f824042704eff7e7c8f0fed589a3c70bcd1d43f7dd48f641272cbccdf"",""chunk_id"":""chunk_sha256_f002c2893434cb114c5a48d9c4b80d195b722d24b0a5a0ad57cbea04b3ab5c7d"",""start_char"":328,""end_char"":393,""text"":""| [프리미엄 코인샵]트로피컬 바캉스 무기 아바타 상자 | 2개 | 계정당 5회 | 2026년 8월 27일 06시 |"",""source_id"":""dnf_seria_shop"",""title"":""프리미엄 코인샵"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/378"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
50,typed_generalization_slot_sha256_80466a3e3f3bb7a1fe000502ac9878b45530fd036d58c9c62d345391112c35a3,dnf_seria_shop,boolean_direction,typed_generalization_candidate_sha256_d9d487132f5d753333abbb0a74e52075b13a49bdd54e065d65b4185c9438bbeb,장비 보호권은 증폭에도 적용돼?,2026-07-17,current,full_answer,[아이템]장비,https://df.nexon.com/community/news/seriashop/634,"[{""requirement_id"":""applies_to_amplification"",""subject"":""장비 보호권"",""relation"":""applies_to_amplification"",""value_type"":""boolean"",""required_values"":[false],""acceptable_evidence_units"":[{""document_id"":""document_sha256_b0daa81f2cf1dd45e310438e756758286acf699da12fbfe67e0104c5d4dc9396"",""chunk_id"":""chunk_sha256_2e9a0d7f09542e4cb1f2cdc72626b889a161141499c5adc06c6bef606d9b5866"",""start_char"":432,""end_char"":654,""text"":""| 장비 보호권 | 9,800 세라 | 교환가능 | NPC 키리의 강화 메뉴나 1회용 강화기를 사용해서 무기를 13강 이상 / 그 외 장비를 11강 이상으로 강화에 시도하는 경우, 강화에 실패하여 장비가 파괴될 때 캐릭터 인벤토리에 있는 장비 보호권 1개가 자동으로 소모되면서 장비를 보호합니다. 파괴로부터 보호된 장비는 강화 수치가 +0이 됩니다. 증폭에는 적용 되지 않습니다. | 무제한 | |"",""source_id"":""dnf_seria_shop"",""title"":""[아이템]장비"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/634"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
51,typed_generalization_slot_sha256_96eaeef54afdd73a93222b3328ea072c70618de5058e83d31ebd59e08cd7876b,dnf_seria_shop,sibling_relation,typed_generalization_candidate_sha256_b83fafe137a4dcc3e9487968153b0fee4492c4a5e743e6243cb88be899aede5c,일반 상의 아바타와 상의 클론 아바타의 가격은 각각 얼마야?,2026-07-17,current,full_answer,[아바타]아바타 관련 안내,https://df.nexon.com/community/news/seriashop/647,"[{""requirement_id"":""top_price"",""subject"":""상의 아바타"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":6500,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_2ea2a1983638bd8aaf07d2d083ebc8dd191d95d40d4e561af31168af00175687"",""chunk_id"":""chunk_sha256_7b9d2851a009250dd3d8d0c52753cc9530b1ccbd942614e5bcd0fb815dfac5ba"",""start_char"":276,""end_char"":293,""text"":""| 상의 | 6,500 세라 |"",""source_id"":""dnf_seria_shop"",""title"":""[아바타]아바타 관련 안내"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/647"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""clone_top_price"",""subject"":""상의 클론 아바타"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":2600,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_2ea2a1983638bd8aaf07d2d083ebc8dd191d95d40d4e561af31168af00175687"",""chunk_id"":""chunk_sha256_f7f4b19f8fa40966f97c062f8dcec6e9fa43323c3cf3986703fe43b9474d82e0"",""start_char"":1055,""end_char"":1075,""text"":""| 상의 클론 | 2,600 세라 |"",""source_id"":""dnf_seria_shop"",""title"":""[아바타]아바타 관련 안내"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/647"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
52,typed_generalization_slot_sha256_8939e99c4267d9a822cb56b7ed39bd6e024a1314d2f7d4e37c9451dcad49c5de,dnf_seria_shop,multi_requirement,typed_generalization_candidate_sha256_d8398c7e212f448f1c4327501f67415c06dcd19e2ffe2619be69914dca5d6db8,"통큰 패키지 A의 가격, 거래 타입, 사용 기간은 각각 뭐야?",2026-07-17,current,full_answer,[아이템] 기타,https://df.nexon.com/community/news/seriashop/641,"[{""requirement_id"":""price"",""subject"":""통큰 패키지 A"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":22600,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_378049759f0825db5bf34244015033332f4487db2e41dbde25db1f81bb78a045"",""chunk_id"":""chunk_sha256_8ed3e3b0a1e1e2ecbc934f274dd8662b55e141689d21297ef64c01a7374abb96"",""start_char"":225,""end_char"":386,""text"":""| 통큰 패키지 A | 22,600 세라 | 계정귀속 | 달인의 계약 30일, 패왕의 계약 30일, 가브리엘의 계약 30일, 해방의 열쇠 10개가 들어 있습니다. 가브리엘의 계약 : 가브리엘의 등장확률과 판매종류 및 개수가 증가합니다.(단, 에픽조각교환 가브리엘은 제외) | 무제한 | |"",""source_id"":""dnf_seria_shop"",""title"":""[아이템] 기타"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/641"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""trade_type"",""subject"":""통큰 패키지 A"",""relation"":""trade_type"",""value_type"":""enum"",""required_values"":[""계정귀속""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_378049759f0825db5bf34244015033332f4487db2e41dbde25db1f81bb78a045"",""chunk_id"":""chunk_sha256_8ed3e3b0a1e1e2ecbc934f274dd8662b55e141689d21297ef64c01a7374abb96"",""start_char"":225,""end_char"":386,""text"":""| 통큰 패키지 A | 22,600 세라 | 계정귀속 | 달인의 계약 30일, 패왕의 계약 30일, 가브리엘의 계약 30일, 해방의 열쇠 10개가 들어 있습니다. 가브리엘의 계약 : 가브리엘의 등장확률과 판매종류 및 개수가 증가합니다.(단, 에픽조각교환 가브리엘은 제외) | 무제한 | |"",""source_id"":""dnf_seria_shop"",""title"":""[아이템] 기타"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/641"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""duration"",""subject"":""통큰 패키지 A"",""relation"":""duration"",""value_type"":""enum"",""required_values"":[""무제한""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_378049759f0825db5bf34244015033332f4487db2e41dbde25db1f81bb78a045"",""chunk_id"":""chunk_sha256_8ed3e3b0a1e1e2ecbc934f274dd8662b55e141689d21297ef64c01a7374abb96"",""start_char"":225,""end_char"":386,""text"":""| 통큰 패키지 A | 22,600 세라 | 계정귀속 | 달인의 계약 30일, 패왕의 계약 30일, 가브리엘의 계약 30일, 해방의 열쇠 10개가 들어 있습니다. 가브리엘의 계약 : 가브리엘의 등장확률과 판매종류 및 개수가 증가합니다.(단, 에픽조각교환 가브리엘은 제외) | 무제한 | |"",""source_id"":""dnf_seria_shop"",""title"":""[아이템] 기타"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/641"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
53,typed_generalization_slot_sha256_7b6ad387b7f24c9daafc20a8c8e438850ba353276c993d84fb000f4ed02898c3,dnf_seria_shop,table_attribute,typed_generalization_candidate_sha256_fd427230822b77cb62c9a928f71a64349047cd0fbb78d2273b0df7f36fe7a7e9,증폭 보호권의 가격과 거래 타입은 뭐야?,2026-07-17,current,full_answer,[아이템]장비,https://df.nexon.com/community/news/seriashop/634,"[{""requirement_id"":""price"",""subject"":""증폭 보호권"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":12900,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_b0daa81f2cf1dd45e310438e756758286acf699da12fbfe67e0104c5d4dc9396"",""chunk_id"":""chunk_sha256_2e9a0d7f09542e4cb1f2cdc72626b889a161141499c5adc06c6bef606d9b5866"",""start_char"":224,""end_char"":253,""text"":""| 증폭 보호권 | 12,900 세라 | 교환가능 |"",""source_id"":""dnf_seria_shop"",""title"":""[아이템]장비"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/634"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""trade_type"",""subject"":""증폭 보호권"",""relation"":""trade_type"",""value_type"":""enum"",""required_values"":[""교환가능""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_b0daa81f2cf1dd45e310438e756758286acf699da12fbfe67e0104c5d4dc9396"",""chunk_id"":""chunk_sha256_2e9a0d7f09542e4cb1f2cdc72626b889a161141499c5adc06c6bef606d9b5866"",""start_char"":224,""end_char"":253,""text"":""| 증폭 보호권 | 12,900 세라 | 교환가능 |"",""source_id"":""dnf_seria_shop"",""title"":""[아이템]장비"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/634"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
54,typed_generalization_slot_sha256_ef97148fc40caae647ad7a5965fa6b6a717ea5347a9b88053a019871495a3815,dnf_seria_shop,revision_selection,typed_generalization_candidate_sha256_39e8ade7164680b0ef34fd52c84817824405a2c00a2d3e6a94b1e065e6aa37c5,현재 아바타 관련 안내에서 피부 아바타의 골드 코인 가격은 얼마야?,2026-07-17,current,full_answer,[아바타]아바타 관련 안내,https://df.nexon.com/community/news/seriashop/647,"[{""requirement_id"":""gold_coin_price"",""subject"":""피부 아바타"",""relation"":""gold_coin_price"",""value_type"":""currency"",""required_values"":[{""amount"":10,""unit"":""골드 코인""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_2ea2a1983638bd8aaf07d2d083ebc8dd191d95d40d4e561af31168af00175687"",""chunk_id"":""chunk_sha256_a690de0a5155d8fae91debe323d632a7eab908e4979f8f9382a660bb44449428"",""start_char"":475,""end_char"":499,""text"":""| 피부 | 10 골드 코인 | 교환불가 |"",""source_id"":""dnf_seria_shop"",""title"":""[아바타]아바타 관련 안내"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/647"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
55,typed_generalization_slot_sha256_9dd2b370ee307e70bb574699762a0ffcb9c1a78b6253c5c06d014b1f8d04e56e,dnf_seria_shop,unsupported_or_partial,typed_generalization_candidate_sha256_c50b7a30da70b4271073240ad42a8f7e6b82db4e19e20353c2e62031c982c702,하트비트 메가폰 10개의 가격과 계정당 구매 제한을 알려줘.,2026-07-17,current,partial_answer,[아이템] 기타,https://df.nexon.com/community/news/seriashop/641,"[{""requirement_id"":""price"",""subject"":""하트비트 메가폰 10개"",""relation"":""price"",""value_type"":""currency"",""required_values"":[{""amount"":5800,""unit"":""세라""}],""acceptable_evidence_units"":[{""document_id"":""document_sha256_378049759f0825db5bf34244015033332f4487db2e41dbde25db1f81bb78a045"",""chunk_id"":""chunk_sha256_020577dbaf08b828fbeeb73f527ab3b60ee7d151c6cb86c78895ed8f6ab613c4"",""start_char"":330,""end_char"":364,""text"":""| 하트비트 메가폰 10개 | 5,800 세라 | 교환가능 |"",""source_id"":""dnf_seria_shop"",""title"":""[아이템] 기타"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/641"",""document_status"":""current""}],""expected_status"":""supported""},{""requirement_id"":""purchase_limit"",""subject"":""하트비트 메가폰 10개"",""relation"":""account_purchase_limit"",""value_type"":""number"",""required_values"":[],""acceptable_evidence_units"":[],""expected_status"":""unsupported""}]",,draft_complete_pending_human_review,pending,,,,false,false
56,typed_generalization_slot_sha256_321554854aeb449c92da04564426816ba7c48af5661b4aa4bea017d847594ea8,dnf_seria_shop,direct_fact,typed_generalization_candidate_sha256_7fc272ede267a6583c0c98cdd11cb205beb6493b8dea4fb645c5a4f1f49e8e68,무한 올빼미는 어디에서 사용할 수 있어?,2026-07-17,current,full_answer,[아이템] 기타,https://df.nexon.com/community/news/seriashop/641,"[{""requirement_id"":""usable_locations"",""subject"":""무한 올빼미"",""relation"":""usable_locations"",""value_type"":""entity_list"",""required_values"":[""마을"",""던전""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_378049759f0825db5bf34244015033332f4487db2e41dbde25db1f81bb78a045"",""chunk_id"":""chunk_sha256_8ed3e3b0a1e1e2ecbc934f274dd8662b55e141689d21297ef64c01a7374abb96"",""start_char"":612,""end_char"":631,""text"":""마을, 던전에서 사용이 가능합니다."",""source_id"":""dnf_seria_shop"",""title"":""[아이템] 기타"",""canonical_url"":""https://df.nexon.com/community/news/seriashop/641"",""document_status"":""current""}],""expected_status"":""supported""}]",,draft_complete_pending_human_review,pending,,,,false,false
57,typed_generalization_slot_sha256_6f1b4ff4062d8be775955064e711b515f0f30202e1167af665f40e42a26f8194,dnf_monthly_item,temporal_role,typed_generalization_candidate_sha256_b49b206c4f0c3e240610ff0f487396aef5a555bd4d8c079aec72491dac798e59,7월 이달의 아이템 판매 기간은 언제부터 언제까지야?,2026-07-17,current,full_answer,이달의 아이템,https://df.nexon.com/community/news/monthlyitem,"[{""requirement_id"":""sale_period"",""subject"":""7월 이달의 아이템"",""relation"":""sale_period"",""value_type"":""date_range"",""required_values"":[""2026-06-25"",""2026-07-30""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_e1b41518d35b1284a3a07936b23f997653287b5b25426f6aca4cb04ac6eaa98e"",""chunk_id"":""chunk_sha256_d23a0df67a37d463f0221e3e9bfbd4fd8a65bd4b2577478c7573239523ef6043"",""start_char"":119,""end_char"":138,""text"":""판매기간: 06.25 ~ 07.30"",""source_id"":""dnf_monthly_item"",""title"":""이달의 아이템"",""canonical_url"":""https://df.nexon.com/community/news/monthlyitem"",""document_status"":""current""}],""expected_status"":""supported""}]",이달의 아이템은 현재 월 revision이 한 개뿐이므로 신규 관계와 질문에 한해 parent 재사용을 허용합니다.,draft_complete_pending_human_review,pending,,,,false,false
58,typed_generalization_slot_sha256_b054ad0250475366a6b1e10c5f9da314e19ed7d8ab4fa99108a0355e77fff153,dnf_monthly_item,boolean_direction,typed_generalization_candidate_sha256_d01ddb7ce536db43226389f395d88c81ef9a4c68c60862bcf072743b5da464fe,7월 이달의 아이템은 다른 계정과 교환할 수 있어?,2026-07-17,current,full_answer,이달의 아이템,https://df.nexon.com/community/news/monthlyitem,"[{""requirement_id"":""tradeable"",""subject"":""7월 이달의 아이템"",""relation"":""is_tradeable"",""value_type"":""boolean"",""required_values"":[true],""acceptable_evidence_units"":[{""document_id"":""document_sha256_e1b41518d35b1284a3a07936b23f997653287b5b25426f6aca4cb04ac6eaa98e"",""chunk_id"":""chunk_sha256_d23a0df67a37d463f0221e3e9bfbd4fd8a65bd4b2577478c7573239523ef6043"",""start_char"":258,""end_char"":267,""text"":""거래타입\n교환가능"",""source_id"":""dnf_monthly_item"",""title"":""이달의 아이템"",""canonical_url"":""https://df.nexon.com/community/news/monthlyitem"",""document_status"":""current""}],""expected_status"":""supported""}]",이달의 아이템은 현재 월 revision이 한 개뿐이므로 신규 관계와 질문에 한해 parent 재사용을 허용합니다.,draft_complete_pending_human_review,pending,,,,false,false
59,typed_generalization_slot_sha256_cda677e9e6a876abab016f8715810e11eb123751c7e0ff52d1792b19ba77daff,dnf_monthly_item,sibling_relation,typed_generalization_candidate_sha256_0ed69dd0b38c01a9ee797d38663db9e8d38c4d09223d68b84b6a833f0df96c48,7월 이달의 아이템을 사용하면 얻는 두 상자 이름을 알려줘.,2026-07-17,current,full_answer,이달의 아이템,https://df.nexon.com/community/news/monthlyitem,"[{""requirement_id"":""obtained_items"",""subject"":""7월 이달의 아이템"",""relation"":""obtained_items"",""value_type"":""entity_list"",""required_values"":[""[7월]클론 레어 아바타(교환불가) 풀세트 상자"",""[7월]찬란한 엠블렘(계정귀속) 풀세트 선택상자""],""acceptable_evidence_units"":[{""document_id"":""document_sha256_e1b41518d35b1284a3a07936b23f997653287b5b25426f6aca4cb04ac6eaa98e"",""chunk_id"":""chunk_sha256_d23a0df67a37d463f0221e3e9bfbd4fd8a65bd4b2577478c7573239523ef6043"",""start_char"":174,""end_char"":200,""text"":""[7월]클론 레어 아바타(교환불가) 풀세트 상자"",""source_id"":""dnf_monthly_item"",""title"":""이달의 아이템"",""canonical_url"":""https://df.nexon.com/community/news/monthlyitem"",""document_status"":""current""},{""document_id"":""document_sha256_e1b41518d35b1284a3a07936b23f997653287b5b25426f6aca4cb04ac6eaa98e"",""chunk_id"":""chunk_sha256_d23a0df67a37d463f0221e3e9bfbd4fd8a65bd4b2577478c7573239523ef6043"",""start_char"":202,""end_char"":228,""text"":""[7월]찬란한 엠블렘(계정귀속) 풀세트 선택상자"",""source_id"":""dnf_monthly_item"",""title"":""이달의 아이템"",""canonical_url"":""https://df.nexon.com/community/news/monthlyitem"",""document_status"":""current""}],""expected_status"":""supported""}]",이달의 아이템은 현재 월 revision이 한 개뿐이므로 신규 관계와 질문에 한해 parent 재사용을 허용합니다.,draft_complete_pending_human_review,pending,,,,false,false
